timestamp_s,frame_idx,hybrid_state,hybrid_score,hybrid_raw_score,hybrid_ear,hybrid_ear_thr,hybrid_mar,hybrid_mar_thr,hybrid_perclos,hybrid_c_dur,hybrid_y_dur,hybrid_n_dur,hybrid_nn_score,hybrid_bio_score,hybrid_has_face,hybrid_calib_prog,baseline_state,baseline_score,baseline_raw_score,baseline_confidence,baseline_has_face
1780579918.062,54,ACTIVE,0.0383,0.0083,0.2540,0.1436,0.0037,0.4500,0.0445,0.00,0.00,0.00,0.0181,0.0000,1,0.000,ACTIVE,0.2789,0.2389,0.6009,1
1780579918.249,56,ACTIVE,0.0663,0.0363,0.2264,0.1436,0.0027,0.4500,0.0530,0.00,0.00,0.00,0.0327,0.0000,1,0.000,ACTIVE,0.1713,0.1313,0.6583,1
1780579918.413,57,ACTIVE,0.0776,0.0476,0.2207,0.1436,0.0040,0.4500,0.0458,0.00,0.00,0.00,0.0242,0.0000,1,0.000,ACTIVE,0.1395,0.0995,0.7604,1
1780579918.606,58,ACTIVE,0.1270,0.0970,0.2278,0.1436,0.0032,0.4500,0.0490,0.00,0.00,0.00,0.0210,0.0000,1,0.000,ACTIVE,0.1539,0.1139,0.6573,1
1780579918.767,59,ACTIVE,0.1125,0.0825,0.2322,0.1436,0.0033,0.4500,0.0474,0.00,0.00,0.00,0.0120,0.0000,1,0.000,ACTIVE,0.2318,0.1918,0.8468,1
1780579918.952,60,ACTIVE,0.0901,0.0601,0.2229,0.1436,0.0024,0.4500,0.0555,0.00,0.00,0.00,0.0279,0.0000,1,0.000,ACTIVE,0.2514,0.2114,0.5745,1
1780579919.124,61,ACTIVE,0.0958,0.0658,0.2259,0.1436,0.0040,0.4500,0.0522,0.00,0.00,0.00,0.0339,0.0000,1,0.000,ACTIVE,0.3419,0.3019,0.5556,1
1780579919.309,62,ACTIVE,0.1232,0.0932,0.2123,0.1436,0.0029,0.4500,0.0587,0.00,0.00,0.00,0.0148,0.0000,1,0.000,ACTIVE,0.2626,0.2226,0.6830,1
1780579919.495,64,ACTIVE,0.1269,0.0969,0.2201,0.1436,0.0029,0.4500,0.0424,0.00,0.00,0.00,0.0284,0.0000,1,0.000,ACTIVE,0.2038,0.1638,0.5253,1
1780579919.667,66,ACTIVE,0.1555,0.1255,0.2193,0.1436,0.0050,0.4500,0.0648,0.00,0.00,0.00,0.0355,0.0000,1,0.000,ACTIVE,0.1425,0.1025,0.5742,1
1780579919.835,67,ACTIVE,0.1370,0.1070,0.2344,0.1436,0.0045,0.4500,0.0505,0.00,0.00,0.00,0.0195,0.0000,1,0.000,ACTIVE,0.1168,0.0768,0.6672,1
1780579920.018,69,ACTIVE,0.1620,0.1320,0.2146,0.1436,0.0021,0.4500,0.0563,0.00,0.00,0.00,0.0196,0.0000,1,0.000,ACTIVE,0.0846,0.0446,0.6727,1
1780579920.190,71,ACTIVE,0.1528,0.1228,0.2317,0.1436,0.0047,0.4500,0.0610,0.00,0.00,0.00,0.0175,0.0000,1,0.000,ACTIVE,0.1655,0.1255,0.5389,1
1780579920.376,73,ACTIVE,0.0860,0.0560,0.2347,0.1436,0.0027,0.4500,0.0405,0.00,0.00,0.00,0.0309,0.0000,1,0.000,ACTIVE,0.0820,0.0420,0.5703,1
1780579920.550,75,ACTIVE,0.0292,0.0000,0.2443,0.1436,0.0023,0.4500,0.0287,0.00,0.00,0.00,0.0209,0.0000,1,0.000,ACTIVE,0.0509,0.0109,0.7027,1
1780579920.731,77,ACTIVE,0.0641,0.0341,0.2425,0.1436,0.0043,0.4500,0.0411,0.00,0.00,0.00,0.0325,0.0000,1,0.000,ACTIVE,0.0238,0.0000,0.6146,1
1780579920.914,78,ACTIVE,0.0135,0.0000,0.2455,0.1436,0.0049,0.4500,0.0356,0.00,0.00,0.00,0.0302,0.0000,1,0.000,ACTIVE,0.0661,0.0261,0.5455,1
1780579921.096,80,ACTIVE,0.0100,0.0000,0.2554,0.1436,0.0045,0.4500,0.0132,0.00,0.00,0.00,0.0205,0.0000,1,0.000,ACTIVE,0.0100,0.0000,0.6234,1
1780579921.279,81,ACTIVE,0.0238,0.0000,0.2551,0.1436,0.0032,0.4500,0.0248,0.00,0.00,0.00,0.0310,0.0000,1,0.000,ACTIVE,0.0681,0.0281,0.7662,1
1780579921.443,82,ACTIVE,0.0688,0.0388,0.2428,0.1436,0.0036,0.4500,0.0486,0.00,0.00,0.00,0.0378,0.0000,1,0.000,ACTIVE,0.0962,0.0562,0.6210,1
1780579921.618,83,ACTIVE,0.0493,0.0193,0.2269,0.1436,0.0034,0.4500,0.0211,0.00,0.00,0.00,0.0239,0.0000,1,0.000,ACTIVE,0.1173,0.0773,0.8380,1
1780579921.798,84,ACTIVE,0.0388,0.0088,0.2543,0.1436,0.0025,0.4500,0.0413,0.00,0.00,0.00,0.0376,0.0000,1,0.000,ACTIVE,0.0796,0.0396,0.5099,1
1780579921.989,85,ACTIVE,0.0353,0.0053,0.2452,0.1436,0.0041,0.4500,0.0308,0.00,0.00,0.00,0.0301,0.0000,1,0.000,ACTIVE,0.1195,0.0795,0.5268,1
1780579922.148,87,ACTIVE,0.0730,0.0430,0.2428,0.1436,0.0026,0.4500,0.0477,0.00,0.00,0.00,0.0356,0.0000,1,0.000,ACTIVE,0.1072,0.0672,0.5566,1
1780579922.326,88,ACTIVE,0.0456,0.0156,0.2396,0.1436,0.0026,0.4500,0.0425,0.00,0.00,0.00,0.0368,0.0000,1,0.000,ACTIVE,0.1901,0.1501,0.7744,1
1780579922.520,90,ACTIVE,0.0380,0.0080,0.2373,0.1436,0.0031,0.4500,0.0408,0.00,0.00,0.00,0.0353,0.0000,1,0.000,ACTIVE,0.1936,0.1536,0.8159,1
1780579922.699,92,ACTIVE,0.0546,0.0246,0.2299,0.1436,0.0039,0.4500,0.0335,0.00,0.00,0.00,0.0378,0.0000,1,0.000,ACTIVE,0.1561,0.1161,0.5159,1
1780579922.880,93,ACTIVE,0.0427,0.0127,0.2261,0.1436,0.0021,0.4500,0.0183,0.00,0.00,0.00,0.0135,0.0000,1,0.000,ACTIVE,0.1455,0.1055,0.5920,1
1780579923.053,95,ACTIVE,0.0409,0.0109,0.2500,0.1436,0.0028,0.4500,0.0331,0.00,0.00,0.00,0.0309,0.0000,1,0.000,ACTIVE,0.2431,0.2031,0.7228,1
1780579923.231,97,ACTIVE,0.0731,0.0431,0.2202,0.1436,0.0029,0.4500,0.0333,0.00,0.00,0.00,0.0345,0.0000,1,0.000,ACTIVE,0.1988,0.1588,0.7467,1
1780579923.402,99,ACTIVE,0.0950,0.0650,0.2212,0.1436,0.0045,0.4500,0.0515,0.00,0.00,0.00,0.0322,0.0000,1,0.000,ACTIVE,0.1537,0.1137,0.7952,1
1780579923.575,101,ACTIVE,0.0878,0.0578,0.2297,0.1436,0.0024,0.4500,0.0358,0.00,0.00,0.00,0.0257,0.0000,1,0.000,ACTIVE,0.1966,0.1566,0.7773,1
1780579923.749,103,ACTIVE,0.0914,0.0614,0.2372,0.1436,0.0037,0.4500,0.0537,0.00,0.00,0.00,0.0397,0.0000,1,0.000,ACTIVE,0.1902,0.1502,0.6180,1
1780579923.928,105,ACTIVE,0.0701,0.0401,0.2479,0.1436,0.0027,0.4500,0.0514,0.00,0.00,0.00,0.0297,0.0000,1,0.000,ACTIVE,0.0735,0.0335,0.6712,1
1780579924.117,106,ACTIVE,0.0491,0.0191,0.2307,0.1436,0.0041,0.4500,0.0302,0.00,0.00,0.00,0.0128,0.0000,1,0.000,ACTIVE,0.0100,0.0000,0.6214,1
1780579924.286,107,ACTIVE,0.0100,0.0000,0.2396,0.1436,0.0028,0.4500,0.0260,0.00,0.00,0.00,0.0283,0.0000,1,0.000,ACTIVE,0.0100,0.0000,0.6159,1
1780579924.467,109,ACTIVE,0.0100,0.0000,0.2346,0.1436,0.0028,0.4500,0.0239,0.00,0.00,0.00,0.0291,0.0000,1,0.000,ACTIVE,0.0100,0.0000,0.7571,1
1780579924.659,111,ACTIVE,0.0100,0.0000,0.2494,0.1436,0.0047,0.4500,0.0086,0.00,0.00,0.00,0.0394,0.0000,1,0.000,ACTIVE,0.0100,0.0000,0.5709,1
1780579924.828,113,ACTIVE,0.0100,0.0000,0.2407,0.1436,0.0040,0.4500,0.0373,0.00,0.00,0.00,0.0271,0.0000,1,0.000,ACTIVE,0.1066,0.0666,0.6867,1
1780579924.997,115,ACTIVE,0.0100,0.0000,0.2445,0.1436,0.0047,0.4500,0.0299,0.00,0.00,0.00,0.0347,0.0000,1,0.000,ACTIVE,0.2394,0.1994,0.5072,1
1780579925.192,116,ACTIVE,0.0338,0.0038,0.2485,0.1436,0.0035,0.4500,0.0317,0.00,0.00,0.00,0.0362,0.0000,1,0.000,ACTIVE,0.3242,0.2842,0.8286,1
1780579925.352,118,ACTIVE,0.0949,0.0649,0.2290,0.1436,0.0049,0.4500,0.0505,0.00,0.00,0.00,0.0199,0.0000,1,0.000,ACTIVE,0.3457,0.3057,0.5084,1
1780579925.544,120,ACTIVE,0.1041,0.0741,0.2402,0.1436,0.0032,0.4500,0.0447,0.00,0.00,0.00,0.0275,0.0000,1,0.000,ACTIVE,0.3056,0.2656,0.6430,1
1780579925.714,121,ACTIVE,0.1218,0.0918,0.2176,0.1436,0.0029,0.4500,0.0495,0.00,0.00,0.00,0.0384,0.0000,1,0.000,ACTIVE,0.3426,0.3026,0.7342,1
1780579925.904,123,ACTIVE,0.1675,0.1375,0.2233,0.1436,0.0044,0.4500,0.0612,0.00,0.00,0.00,0.0119,0.0000,1,0.000,ACTIVE,0.3136,0.2736,0.7603,1
1780579926.075,125,ACTIVE,0.1735,0.1435,0.2060,0.1436,0.0048,0.4500,0.0694,0.00,0.00,0.00,0.0321,0.0000,1,0.000,ACTIVE,0.3213,0.2813,0.6309,1
1780579926.250,126,ACTIVE,0.1740,0.1440,0.2095,0.1436,0.0044,0.4500,0.0571,0.00,0.00,0.00,0.0242,0.0000,1,0.000,ACTIVE,0.4256,0.3856,0.5612,1
1780579926.437,128,ACTIVE,0.2258,0.1958,0.1916,0.1436,0.0035,0.4500,0.0946,0.00,0.00,0.00,0.0266,0.0000,1,0.000,TIRED,0.4550,0.4150,0.7967,1
1780579926.601,130,ACTIVE,0.2488,0.2188,0.2071,0.1436,0.0038,0.4500,0.0876,0.00,0.00,0.00,0.0208,0.0000,1,0.000,TIRED,0.4504,0.4104,0.5700,1
1780579926.796,131,TIRED,0.2541,0.2241,0.1953,0.1436,0.0037,0.4500,0.0963,0.00,0.00,0.00,0.0109,0.5000,1,0.000,TIRED,0.4545,0.4145,0.7844,1
1780579926.961,133,TIRED,0.2533,0.2233,0.1860,0.1436,0.0041,0.4500,0.0979,0.00,0.00,0.00,0.0321,0.5000,1,0.000,TIRED,0.4530,0.4130,0.6252,1
1780579927.133,135,TIRED,0.2513,0.2213,0.1832,0.1436,0.0025,0.4500,0.0924,0.00,0.00,0.00,0.0299,0.5000,1,0.000,TIRED,0.4597,0.4197,0.8240,1
1780579927.331,137,ACTIVE,0.2249,0.1949,0.2108,0.1436,0.0020,0.4500,0.0738,0.00,0.00,0.00,0.0381,0.0000,1,0.000,TIRED,0.4556,0.4156,0.7509,1
1780579927.507,139,ACTIVE,0.2213,0.1913,0.1978,0.1436,0.0021,0.4500,0.0772,0.00,0.00,0.00,0.0244,0.0000,1,0.000,TIRED,0.4615,0.4215,0.5036,1
1780579927.673,140,ACTIVE,0.2446,0.2146,0.2093,0.1436,0.0032,0.4500,0.0879,0.00,0.00,0.00,0.0149,0.0000,1,0.000,TIRED,0.4621,0.4221,0.5329,1
1780579927.850,142,TIRED,0.2592,0.2292,0.1865,0.1436,0.0036,0.4500,0.0983,0.00,0.00,0.00,0.0145,0.5000,1,0.000,TIRED,0.4649,0.4249,0.5367,1
1780579928.035,143,TIRED,0.2729,0.2429,0.2002,0.1436,0.0025,0.4500,0.0967,0.00,0.00,0.00,0.0336,0.5000,1,0.000,TIRED,0.4607,0.4207,0.7034,1
1780579928.210,144,TIRED,0.2784,0.2484,0.2006,0.1436,0.0027,0.4500,0.1047,0.00,0.00,0.00,0.0357,0.5000,1,0.000,TIRED,0.4647,0.4247,0.8185,1
1780579928.377,146,TIRED,0.3079,0.2779,0.1890,0.1436,0.0034,0.4500,0.1208,0.00,0.00,0.00,0.0336,0.5000,1,0.000,TIRED,0.4731,0.4331,0.7572,1
1780579928.557,148,TIRED,0.3256,0.2956,0.1768,0.1436,0.0039,0.4500,0.1046,0.00,0.00,0.00,0.0140,0.5000,1,0.000,TIRED,0.4783,0.4383,0.5428,1
1780579928.739,150,TIRED,0.3444,0.3144,0.1869,0.1436,0.0047,0.4500,0.1212,0.00,0.00,0.00,0.0252,0.5000,1,0.000,TIRED,0.4863,0.4463,0.5312,1
1780579928.930,151,TIRED,0.3564,0.3264,0.1840,0.1436,0.0022,0.4500,0.1176,0.00,0.00,0.00,0.0119,0.5000,1,0.000,TIRED,0.4934,0.4534,0.5353,1
1780579929.110,152,TIRED,0.3886,0.3586,0.1727,0.1436,0.0025,0.4500,0.1290,0.00,0.00,0.00,0.0155,0.5000,1,0.000,DROWSY,0.5339,0.4939,0.8372,1
1780579929.271,153,TIRED,0.3863,0.3563,0.1575,0.1436,0.0041,0.4500,0.1145,0.00,0.00,0.00,0.0357,0.5000,1,0.000,DROWSY,0.5628,0.5228,0.5692,1
1780579929.459,155,TIRED,0.4048,0.3748,0.1755,0.1436,0.0049,0.4500,0.1387,0.00,0.00,0.00,0.0250,0.5000,1,0.000,DROWSY,0.5789,0.5389,0.6196,1
1780579929.632,157,TIRED,0.3881,0.3581,0.1662,0.1436,0.0036,0.4500,0.1305,0.00,0.00,0.00,0.0136,0.5000,1,0.000,DROWSY,0.6223,0.5823,0.5679,1
1780579929.823,159,TIRED,0.4086,0.3786,0.1692,0.1436,0.0025,0.4500,0.1350,0.00,0.00,0.00,0.0199,0.5000,1,0.000,DROWSY,0.6367,0.5967,0.7380,1
1780579929.984,161,TIRED,0.4079,0.3779,0.1626,0.1436,0.0034,0.4500,0.1255,0.00,0.00,0.00,0.0289,0.5000,1,0.000,DROWSY,0.6580,0.6180,0.5862,1
1780579930.164,162,TIRED,0.4372,0.4072,0.1457,0.1436,0.0040,0.4500,0.1489,0.00,0.00,0.00,0.0188,0.5000,1,0.000,DROWSY,0.6525,0.6125,0.7918,1
1780579930.347,164,TIRED,0.4263,0.3963,0.1577,0.1436,0.0248,0.4500,0.1478,0.00,0.00,0.00,0.0136,0.5000,1,0.000,DROWSY,0.6779,0.6379,0.5538,1
1780579930.520,165,TIRED,0.4388,0.4088,0.1631,0.1436,0.0084,0.4500,0.1363,0.00,0.00,0.00,0.0262,0.5000,1,0.000,DROWSY,0.6943,0.6543,0.6941,1
1780579930.714,166,TIRED,0.4545,0.4245,0.1432,0.1436,0.0780,0.4500,0.1338,0.00,0.00,0.00,0.0119,0.5000,1,0.000,DROWSY,0.7178,0.6778,0.8496,1
1780579930.887,168,TIRED,0.4686,0.4386,0.1574,0.1436,0.0265,0.4500,0.1452,0.00,0.00,0.00,0.0273,0.5000,1,0.000,DROWSY,0.7078,0.6678,0.7464,1
1780579931.055,169,TIRED,0.4584,0.4284,0.1604,0.1436,0.0964,0.4500,0.1458,0.00,0.00,0.00,0.0329,0.5000,1,0.000,DROWSY,0.7435,0.7035,0.7298,1
1780579931.237,171,TIRED,0.4904,0.4604,0.1380,0.1436,0.1208,0.4500,0.1671,0.00,0.00,0.00,0.0360,0.5000,1,0.000,DROWSY,0.7796,0.7396,0.6625,1
1780579931.417,172,DROWSY,0.5267,0.4967,0.1373,0.1436,0.1324,0.4500,0.1728,0.18,0.00,0.00,0.0117,0.5000,1,0.000,DROWSY,0.7859,0.7459,0.8156,1
1780579931.590,174,DROWSY,0.5062,0.4762,0.1425,0.1436,0.2312,0.4500,0.1670,0.36,0.00,0.00,0.0274,0.5000,1,0.000,DROWSY,0.8081,0.7681,0.8182,1
1780579931.776,176,DROWSY,0.5182,0.4882,0.1547,0.1436,0.3223,0.4500,0.1788,0.54,0.00,0.00,0.0390,0.5000,1,0.000,DROWSY,0.8171,0.7771,0.5352,1
1780579931.959,177,DROWSY,0.5226,0.4926,0.1257,0.1436,0.3996,0.4500,0.1557,0.72,0.00,0.00,0.0177,0.5000,1,0.000,DROWSY,0.7995,0.7595,0.7008,1
1780579932.125,178,DROWSY,0.5272,0.4972,0.1477,0.1436,0.4127,0.4500,0.1694,0.90,0.00,0.00,0.0121,0.5000,1,0.000,DROWSY,0.8125,0.7725,0.7946,1
1780579932.307,180,DROWSY,0.5250,0.4950,0.1385,0.1436,0.5618,0.4500,0.1793,1.08,2.14,0.00,0.0133,0.5000,1,0.000,DROWSY,0.7975,0.7575,0.6441,1
1780579932.490,182,DROWSY,0.5446,0.5146,0.1375,0.1436,0.5920,0.4500,0.1583,1.26,2.31,0.00,0.0223,0.5000,1,0.000,DROWSY,0.7892,0.7492,0.6296,1
1780579932.657,183,DROWSY,0.5438,0.5138,0.1415,0.1436,0.6550,0.4500,0.1639,1.44,2.49,0.00,0.0278,0.5000,1,0.000,DROWSY,0.8046,0.7646,0.5811,1
1780579932.839,185,DROWSY,0.5594,0.5294,0.1282,0.1436,0.5778,0.4500,0.1803,1.62,2.67,0.00,0.0323,0.5000,1,0.000,DROWSY,0.7987,0.7587,0.6847,1
1780579933.026,186,DROWSY,0.5325,0.5025,0.1302,0.1436,0.6049,0.4500,0.1559,1.80,2.49,0.00,0.0346,0.5000,1,0.000,DROWSY,0.7631,0.7231,0.5104,1
1780579933.201,187,DROWSY,0.5393,0.5093,0.1414,0.1436,0.6113,0.4500,0.1705,1.98,2.31,0.00,0.0301,0.5000,1,0.000,DROWSY,0.7926,0.7526,0.7865,1
1780579933.363,189,DROWSY,0.5281,0.4981,0.1364,0.1436,0.4755,0.4500,0.1642,2.16,2.14,0.00,0.0382,0.5000,1,0.000,DROWSY,0.7801,0.7401,0.5611,1
1780579933.539,191,DROWSY,0.5148,0.4848,0.1509,0.1436,0.4353,0.4500,0.1638,2.34,0.00,0.00,0.0276,0.5000,1,0.000,DROWSY,0.7490,0.7090,0.5201,1
1780579933.734,192,TIRED,0.4863,0.4563,0.1391,0.1436,0.3868,0.4500,0.1680,0.00,0.00,0.00,0.0384,0.5000,1,0.000,DROWSY,0.7485,0.7085,0.6256,1
1780579933.910,193,TIRED,0.4871,0.4571,0.1531,0.1436,0.2811,0.4500,0.1534,0.00,0.00,0.00,0.0155,0.5000,1,0.000,DROWSY,0.7618,0.7218,0.6096,1
1780579934.083,195,TIRED,0.4570,0.4270,0.1555,0.1436,0.2720,0.4500,0.1471,0.00,0.00,0.00,0.0344,0.5000,1,0.000,DROWSY,0.7436,0.7036,0.8228,1
1780579934.262,197,TIRED,0.4554,0.4254,0.1473,0.1436,0.1346,0.4500,0.1512,0.00,0.00,0.00,0.0106,0.5000,1,0.000,DROWSY,0.7615,0.7215,0.7778,1
1780579934.435,198,TIRED,0.4590,0.4290,0.1566,0.1436,0.1030,0.4500,0.1553,0.00,0.00,0.00,0.0301,0.5000,1,0.000,DROWSY,0.7688,0.7288,0.6962,1
1780579934.611,199,TIRED,0.4549,0.4249,0.1414,0.1436,0.1018,0.4500,0.1376,0.00,0.00,0.00,0.0353,0.5000,1,0.000,DROWSY,0.7478,0.7078,0.5442,1
1780579934.798,200,TIRED,0.4426,0.4126,0.1614,0.1436,0.0070,0.4500,0.1512,0.00,0.00,0.00,0.0227,0.5000,1,0.000,DROWSY,0.6959,0.6559,0.8307,1
1780579934.980,201,TIRED,0.4158,0.3858,0.1511,0.1436,0.0328,0.4500,0.1332,0.00,0.00,0.00,0.0110,0.5000,1,0.000,DROWSY,0.6634,0.6234,0.5990,1
